CEP;UF;CIDADE;BAIRRO;LOGRADOURO
94020270;RS;Gravataí;Salgado Filho;Rua Walter Jobim
94020280;RS;Gravataí;Salgado Filho;Rua Ocivio Oliveira
94020290;RS;Gravataí;Salgado Filho;Rua Haiti
94020300;RS;Gravataí;Salgado Filho;Rua Marte
94020310;RS;Gravataí;Salgado Filho;Rua Lunar
94020320;RS;Gravataí;Salgado Filho;Rua Saturnino Ramos
94020330;RS;Gravataí;Salgado Filho;Rua Frei Rafael
94020340;RS;Gravataí;Salgado Filho;Rua Madre Ana
94020350;RS;Gravataí;Salgado Filho;Rua Barão do Rio Branco
94020360;RS;Gravataí;Salgado Filho;Rua Pedro Vargas
94020370;RS;Gravataí;Salgado Filho;Rua Santa Úrsula
94020380;RS;Gravataí;Salgado Filho;Rua Tuiuti
94020390;RS;Gravataí;Salgado Filho;Rua Major Demétrius
94020400;RS;Gravataí;Salgado Filho;Rua Gaspar Martins
94020410;RS;Gravataí;Castelo Branco;Rua São José
94020420;RS;Gravataí;Castelo Branco;Rua São Pedro
94020430;RS;Gravataí;Castelo Branco;Rua Iraí
94020434;RS;Gravataí;Castelo Branco;Beco Iraí
94020440;RS;Gravataí;Castelo Branco;Rua Avaí
94020450;RS;Gravataí;Castelo Branco;Rua São Mateus
94020460;RS;Gravataí;Castelo Branco;Travessa Conceição
94020470;RS;Gravataí;Castelo Branco;Rua Ciprestes
94020480;RS;Gravataí;Castelo Branco;Rua Gonçalves Dias
94020490;RS;Gravataí;Castelo Branco;Rua Polivalente
94020500;RS;Gravataí;Jardim Figueira;Rua Imperial
94025000;RS;Gravataí;Salgado Filho;Rua Ibirapuita
94025010;RS;Gravataí;Salgado Filho;Travessa Jardim
94025020;RS;Gravataí;Castelo Branco;Avenida Belém
94025030;RS;Gravataí;Castelo Branco;Rua Santo Anjo da Guarda
94025040;RS;Gravataí;Castelo Branco;Rua Aparecida
94025050;RS;Gravataí;Castelo Branco;Rua Assunção
94025060;RS;Gravataí;Castelo Branco;Rua Rosário
94025070;RS;Gravataí;Castelo Branco;Rua Santana
94025080;RS;Gravataí;Castelo Branco;Rua Morungava
94025084;RS;Gravataí;Castelo Branco;Travessa da Sapataria
94025090;RS;Gravataí;Castelo Branco;Rua Mariluz
94025100;RS;Gravataí;Castelo Branco;Rua Imbe
94025110;RS;Gravataí;Castelo Branco;Rua Osvaldo Correa
94025120;RS;Gravataí;Castelo Branco;Rua Everaldo Marques da Silva
94025130;RS;Gravataí;Castelo Branco;Rua Leila Diniz
94025140;RS;Gravataí;Castelo Branco;Rua Érico Veríssimo
94025142;RS;Gravataí;Castelo Branco;Rua João Luiz dos Santos
94025144;RS;Gravataí;Castelo Branco;Rua Carmelino Cassiano Locateli
94025150;RS;Gravataí;Castelo Branco;Rua Matadouro
94025154;RS;Gravataí;Castelo Branco;Travessa Santa Rita de Cássia
94025160;RS;Gravataí;Castelo Branco;Rua Vila Rica
94025170;RS;Gravataí;Castelo Branco;Rua Divinéia
94025174;RS;Gravataí;Castelo Branco;Travessa Rodoviária
94025180;RS;Gravataí;Castelo Branco;Rua Pedro Carneiro Pereira
94025190;RS;Gravataí;Castelo Branco;Rua Conceição
94025200;RS;Gravataí;Castelo Branco;Rua Conceição
94025210;RS;Gravataí;Castelo Branco;Rua Divisa
94025220;RS;Gravataí;Castelo Branco;Rua Florestal
94025230;RS;Gravataí;Castelo Branco;Rua Marquês Gomes
94025240;RS;Gravataí;Castelo Branco;Rua Três Estrelas
94025250;RS;Gravataí;Castelo Branco;Rua União
94025260;RS;Gravataí;Castelo Branco;Rua Bartolomeu Dias
